,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
KARPAS-1106P,1.431158,2.028799,2.6813455000000004,2.3930995,-4.389455,-4.804033,-4.259066000000002,3.3415019999999998,1.3890280000000002,-0.510798,0.491065,2.300863,2.028098,2.702862,3.387023,-3.741626,3.056547,4.195367,4.935301,4.072114,0.535518,4.264495,0.738341,-2.053636,-4.907769999999998,2.233971,1.0017909999999999,1.7411459999999999,-0.029175,1.843925,-1.064315,-2.441498,2.586394,-2.9044470000000002,2.49756,2.362174,0.6046699999999999,2.347654,-3.9047709999999998,3.047646,1.90205,2.366205,1.132673,2.811625,-3.898792,1.167485,-5.704951,0.251345,2.139094,3.505982,3.173796,2.556823,-5.23495,1.549935,0.5904739999999999,1.583495,1.0969870000000002,1.8317759999999998,-0.350821,3.657001,3.022857,-2.844684,1.6625279999999998,3.112116,-0.465674,4.057096,1.7340970000000002,1.225422,-2.737243,4.7216309999999995,2.619536,3.39051,1.65923,2.70955,0.724707,0.801045,4.383024,1.8337299999999999,1.539987,2.259364,3.0573759999999996,4.721686,1.01204,4.9230800000000015,-4.632192,-4.787133,-0.09585700000000001,0.8861379999999999,4.155794,1.10096,-0.106026,1.700753,1.8668240000000005,2.729869,4.474289,3.009546,-4.349934999999999,3.6826209999999997,2.350116,-1.080084,3.069271,1.624749,1.6609990000000001,2.405766,0.654691,2.138272,2.34471,3.625769,3.8430839999999997,2.7076,2.224891,-2.11198,2.3732029999999997,3.501303,2.858629,5.442106,-1.447355,3.259287,1.795345,4.715873,3.7456769999999997,3.63185,4.33726,3.112248,4.298734,2.804245,3.170191,4.623006,4.71927,3.8243989999999997,3.5869129999999996,1.2687950000000001,2.800159,2.979095,1.335727,1.0856139999999999,1.9217529999999998,2.318099,4.035319,4.983406,2.404779,-0.105274,4.672555,2.283143,2.536387,3.152564,2.0237529999999997,3.755035,1.563886,0.740065,3.6601449999999995,3.984757,-3.724509,5.095903,2.636988,2.198448,-1.956276,4.312196,1.905399,-1.1002459999999998,-5.069697,4.77894,0.8002520000000001,0.5926130000000001,-0.768881,1.346975,4.729126,3.810196,-0.652038,-3.840118,-3.8159870000000002,4.491325,1.3282,-5.848304,,,,,,,,,,,,,,,,,,,6.110393,-1.537425,,,4.22224,3.396343,,6.885211
KARPAS-231,2.1625490000000003,2.1881190000000004,2.4830185,3.2349285,-4.648671,-4.0539700000000005,-5.397063,3.2650080000000004,1.607504,3.42553,-0.057989,3.791635,3.349735,3.161667,3.103772,1.0018559999999999,2.9546330000000003,3.8562559999999997,3.6854709999999997,3.564982,-0.076286,3.810402,3.659039,-1.337673,-4.173171,3.506351,0.655881,3.7695239999999997,-1.987263,0.051323,3.62835,-1.55669,2.255254,1.3156649999999999,1.266556,2.615088,0.710634,3.729201,-2.186112,0.263522,3.7808269999999995,0.921148,2.613624,2.7516700000000003,-4.185421,-4.330289,-4.483034,-0.38664699999999996,0.929535,3.653332,3.7834809999999996,0.854648,-5.337946,3.7340089999999995,0.847749,1.338474,3.784432,1.600091,-3.4253050000000003,3.754545,1.408143,0.088121,3.784432,2.092726,0.076085,3.4210000000000003,1.0888360000000001,1.983854,-2.014047,3.3485769999999997,3.7842870000000004,2.317132,0.9023899999999999,3.782975,3.5785839999999998,-2.837913,3.054792,2.918471,0.44835600000000003,-2.241876,3.7050440000000004,3.305273,2.8874419999999996,4.86377,-5.325141,-5.693745,0.212621,1.540858,2.861891,0.23773000000000002,-0.168364,3.26179,1.808223,3.040179,3.784432,3.7314589999999996,-2.430176,3.327054,1.458475,3.6534459999999997,2.419057,0.359414,,0.062856,-2.0849130000000002,1.829549,4.560862,3.7433629999999996,4.443093,3.050565,2.708828,-1.6496939999999998,0.955931,2.518119,3.720599,4.014863,-4.205936,2.638824,3.059764,2.9243490000000003,2.854376,2.95198,3.581171,2.174993,3.7431,2.826547,4.546067,4.1073059999999995,3.526767,4.70587,4.416062999999999,2.502189,2.9034310000000003,4.882823,3.7514730000000003,1.8699310000000002,1.857318,4.707533,1.5264469999999999,4.800336,3.784432,-2.152698,3.193953,2.431316,2.559598,3.7311970000000003,0.152166,4.685314,1.479054,1.783857,3.782561,1.5902180000000001,-3.992457,3.609511,1.072322,0.9721770000000001,-1.255301,3.7844309999999997,2.965359,4.505305,-2.644388,4.708352,-2.448372,1.228127,-2.853106,1.986156,4.702851,3.7844330000000004,,-2.554724,-5.019456,2.932283,1.824998,,,,,,,,,,,,,,,,,,,,5.747971,-2.56063,-0.800847,2.197591,2.66638,3.2419990000000003,-0.861784,6.467442
KARPAS-422,2.622127,2.670591,3.5762015,0.9465435,-4.6762305,-1.49595,-3.3540389999999998,4.077585,1.585821,0.695009,-0.08671,3.721972,2.9533669999999996,2.568162,3.5569800000000003,-2.8451869999999997,4.0308779999999995,5.0563660000000015,4.8787709999999995,4.138001999999998,1.818544,5.300637999999998,4.397056,-1.8967180000000001,-5.896205999999999,0.014161000000000003,2.229078,1.624933,0.10742,2.855259,0.429867,-1.051152,4.879798,0.8430059999999999,2.354302,3.6729809999999996,0.735891,1.631392,-2.152572,2.963384,1.801005,1.9531060000000002,3.3427599999999997,2.802755,-2.0912889999999997,1.017755,-5.524732,1.712896,1.489535,4.241005,1.500385,2.578312,-5.9006419999999995,0.7852140000000001,0.860308,2.760168,0.240116,1.985061,1.530836,4.878652,2.993907,-2.688724,1.8494830000000002,3.4213080000000002,1.094525,4.802142,5.016365,1.700866,-2.055924,4.501659,1.799928,5.015468,2.1055099999999998,1.1846430000000001,3.851868,0.614895,4.353454,0.21077100000000001,2.5998900000000003,0.9480930000000001,4.9645529999999995,4.9660150000000005,1.308503,4.755649,-3.6043540000000003,-4.698207,0.5343720000000001,1.506743,4.818585,1.8249490000000002,3.9465790000000003,2.3217630000000002,2.328543,2.46582,4.244326999999998,2.340589,-5.4258510000000015,3.5624910000000005,3.165167,-0.747033,1.6662119999999998,0.790864,1.125875,4.478175,-1.71544,2.602032,4.0833650000000015,4.14159,5.353344,3.222366,2.236682,-1.102018,2.701277,3.8194739999999996,3.4867779999999997,4.981457,-0.984333,4.490467,1.435344,5.029767,4.515333,4.701738,3.875892,2.432772,2.9910080000000003,3.467171,2.9766529999999998,4.581909,4.752502,3.878365,4.189554,-0.585116,3.849107,3.111154,1.487702,0.8475290000000001,1.249609,0.206285,3.5676639999999997,3.273787,3.1965169999999996,-1.133233,5.030543,2.687461,2.822054,5.028383,2.464069,4.383795,2.380554,1.3898709999999999,2.588922,3.2034580000000004,-3.887408,5.630794,2.629563,2.081098,-1.808613,3.749186,0.761105,-1.135961,-4.6436519999999994,5.214704,1.478685,-0.151589,-2.1491830000000003,1.7697450000000001,5.291158,1.420369,-1.277288,-3.029787,-4.018059,2.466446,0.500214,-5.7408470000000005,,,,,,,,,,,,,,,,,,,6.921769,-1.4851195,1.6406009999999998,4.237693,3.866717,5.5064129999999984,3.2707889999999997,6.399056
KARPAS-45,3.600446,1.7985575,2.6764555,0.5960685,-4.398785,-4.261878,-1.7954400000000001,5.082016,0.673671,0.956312,0.271358,3.307918,2.901176,3.1961720000000002,2.797699,-3.4595269999999996,2.30787,3.222775,3.712731,4.38684,2.822459,3.538159,3.366885,-1.686333,-4.194293,0.824965,1.413356,1.164057,-1.1306770000000002,4.079924,0.197125,-0.938601,3.557756,-0.246993,1.8312009999999999,2.3582560000000004,-0.436618,2.584477,-4.060755,1.512636,1.4630940000000001,1.265192,1.9258220000000001,1.884184,3.251341,1.121233,-5.3136589999999995,0.791042,2.1117369999999998,4.385592,1.032154,1.507902,-4.232029,1.232842,-0.06744,0.070738,2.049674,1.6894040000000001,1.7180520000000001,2.6562930000000002,2.223468,-2.258363,1.451122,1.761406,0.353005,4.390036,0.788095,1.714189,-0.764824,4.397926,1.8251,2.992803,1.469524,1.9539490000000002,1.532717,-0.519225,3.744449,0.39374699999999996,1.4307219999999998,-1.402896,4.402197,4.41806,2.443896,4.486228,-4.690892,-5.690773,2.742752,-0.849601,3.914157,2.010734,4.417746,3.4899760000000004,1.364383,2.359134,3.7121980000000003,1.548041,-1.884295,4.214444,2.324622,0.5071979999999999,-0.167786,-0.587387,-1.050777,3.295182,0.17723599999999998,3.904922,1.765911,4.676334,3.8646160000000003,2.432473,2.035397,-1.949211,2.11489,2.764234,3.437646,4.5395129999999995,1.8838540000000001,3.098718,2.093831,3.217772,3.354824,3.5478370000000004,3.8028589999999998,2.806835,3.444836,2.555295,2.0701009999999997,4.708669,3.589147,3.351801,4.399401999999999,-0.9506290000000001,2.850969,2.377396,1.233074,1.57597,-0.614867,1.353275,2.830582,4.238851,2.180107,1.104007,3.9748660000000013,1.461334,3.425323,3.642558,0.663083,3.225405,2.050136,1.510234,3.071705,2.041787,-3.4591559999999997,4.019148,-0.157031,1.398593,-0.9404020000000001,3.867939,0.173473,-2.446886,-3.506155,3.949412,-0.28089899999999995,1.084372,-2.2508,0.548691,3.859672,3.8104199999999997,-1.164885,-5.032699,-4.77728,2.376905,0.385575,,,,,,,,,,,,,,,,,,,,6.107168,0.3617045,3.082123,4.000472,3.031877,5.304999,3.161926,7.7118759999999975
KARPAS-620,4.3713815,1.349613,2.6735680000000004,-0.1367215,-3.595588,-5.371469,0.573835,5.685989,1.44276,-0.111327,-1.85145,4.627944,1.416333,1.924677,3.3414839999999995,-2.991164,-0.135448,4.057221,5.167138,3.866967,4.526167,5.067892,4.144637,-1.8828200000000002,-3.625054,0.799585,-0.84172,3.055971,1.010752,4.113102,0.453768,-0.141934,4.572066,2.091525,2.168504,3.692189,0.726896,4.613821,-4.493189,2.756368,4.002632,1.9946830000000002,2.5624580000000003,2.483193,2.5377959999999997,-2.253859,-5.138476,2.296652,1.861784,3.9433879999999997,1.757627,2.399717,-5.084102,1.7184409999999999,0.627927,1.3697,2.576133,2.115514,3.268484,4.50002,3.0005330000000003,-2.435956,0.6127319999999999,3.2685009999999997,0.8033399999999999,3.5507779999999998,2.701941,1.816382,-0.366519,4.032771,2.691971,3.255137,3.203098,1.064437,0.46198199999999995,-1.868434,4.608651999999998,0.383857,2.250137,-1.9159950000000001,4.05092,4.3565059999999995,2.522046,5.120680999999999,-5.7363940000000015,-5.49262,2.051437,1.1426040000000002,4.868723999999999,3.509381,4.601192,4.869873999999999,1.783405,2.503182,4.148687000000002,1.972702,-4.081746,4.772061,3.9673540000000003,-0.335333,1.5577940000000001,0.044213,,5.114589,0.171552,3.663067,3.5156660000000004,4.16665,5.022832,4.6662,1.959326,-2.0727900000000004,2.2282509999999998,3.6660000000000004,4.261699,5.960282,2.086256,3.221261,2.39298,4.877939,3.4358589999999998,4.153193,4.8150379999999995,3.1671549999999997,4.684801,4.087064,3.224391,5.017345,4.589807,2.523931,3.887511,0.829348,3.437753,2.535677,1.379838,1.1470069999999999,1.315764,0.449337,3.6537290000000002,1.653375,4.716193,0.79214,4.010994,1.2125780000000002,1.9487430000000001,4.047479,3.660796,2.631984,2.14951,2.339639,3.8589029999999998,2.130066,-4.1957830000000005,5.111530999999999,-1.069083,1.559075,-1.517323,4.282937,1.122817,-0.811793,-4.5328300000000015,4.68931,-0.8981030000000001,0.491041,-1.3541159999999999,-0.356603,4.190288,2.5886310000000003,-2.265947,-5.7565839999999975,-6.187563,3.559272,1.0540969999999998,-4.551024,,,,,,,,,,,,,,,,,,,6.418966999999999,-0.653702,2.245355,3.315343,2.669265,6.1276230000000025,3.248021,7.103735
KATOIII,4.9686225,1.2412305000000001,4.2809550000000005,2.922584,-1.969504,-1.826581,1.6440290000000002,2.701178,6.073375,4.761028,1.613584,4.3181080000000005,5.066644,1.1641860000000002,3.384317,0.879516,4.741164,3.548948,7.107506,6.898387,6.256225,5.450753,7.0542440000000015,-0.796348,0.142098,3.608979,-0.073679,2.502371,3.137775,6.4172139999999995,3.608598,1.317336,4.799509,2.665136,3.434219,-0.20986999999999997,1.712,4.879283999999998,-0.24311,-2.28671,4.69911,2.214323,4.914714,3.371975,4.896908,2.581639,-3.6869080000000003,3.45643,3.5234940000000003,5.022901,3.859059,3.7570410000000014,-4.742832,-0.364684,3.162671,4.005821,5.224723,4.340713,2.973598,2.697114,4.755585,1.785275,5.6921550000000005,4.956846,2.0472349999999997,4.662916,4.941431,2.963047,2.1338630000000003,5.182427,4.498307,6.634606,4.368369,2.940897,1.3144040000000001,4.093965,3.19007,2.699394,4.136677,2.240634,5.990147,6.508111,4.812088,6.21859,0.215948,-0.70795,3.394792,-0.6252949999999999,5.7996739999999996,3.098652,5.1829019999999995,5.694012,2.160184,3.067186,6.5289800000000024,5.223916,-0.12309300000000001,5.953933,5.0779510000000005,2.844635,4.26235,2.605014,0.802714,7.0200460000000025,4.070293,5.984602,2.906991,4.5113959999999995,5.361983,5.326575,3.8599099999999997,0.080446,3.866303,5.182995,5.536707,7.299658,3.960096,4.300307,2.642236,6.5323,4.239839,3.7850650000000003,5.312183,4.999468,6.236661,6.409582,0.838327,4.007638,4.949347,-0.41916499999999995,5.560313,3.2091439999999998,4.951699,5.698339,4.318109,3.904525,1.462558,3.538697,2.739382,5.783172,4.9729480000000015,2.019972,5.821644,-1.031431,3.4304339999999995,1.9901490000000002,5.854647,2.227599,3.103662,2.84019,5.493792,2.869654,-1.014723,7.251129,0.053551,3.52121,0.469688,5.684998,4.938344,2.153467,-1.5092079999999999,6.9325220000000005,-0.845461,2.611641,0.907717,1.4647370000000002,6.297448999999999,1.726263,6.28245,-3.13485,0.070125,1.386997,3.1707229999999997,-4.1660639999999995,,,,,,,,,,,,,,,,,,,,0.325833,,,,5.4264980000000005,2.732395,7.5111089999999985
KCL-22,3.1636125,1.950001,2.4630055000000004,2.3455005,-5.0247325,-5.309979,-2.731621,3.322036,1.718659,2.8165430000000002,-1.284239,4.15342,3.107054,1.192333,3.070974,-3.7100410000000004,2.961405,3.03992,4.369567,4.37667,2.1774270000000002,3.81765,3.715498,-2.184351,-2.223331,2.350731,-1.158168,1.65251,-0.590763,1.407366,1.513421,-1.523833,3.240841,-6.903306,2.2995099999999997,3.239227,0.751337,2.748829,-4.21322,0.30894,3.2669080000000004,1.878712,-3.9209709999999998,3.260471,-3.561064,1.774964,-5.611905999999999,1.488681,2.0139270000000002,3.751375,3.45957,1.9868259999999998,-3.467032,1.8421610000000002,0.285691,0.61448,4.011908,2.866078,-2.041074,3.6331559999999996,2.8970279999999997,-3.212924,2.308891,3.1147099999999996,-0.223036,4.746766,2.793166,1.0068059999999999,-1.8932419999999999,4.748615,3.5042269999999998,3.4464410000000005,0.048093000000000004,3.284161,2.2481,0.5816600000000001,2.7952779999999997,2.521286,0.951694,0.533287,4.217275,4.748615,3.357331,4.692196,-5.179201,-6.103391,-1.213767,-0.594352,4.088216,1.265651,2.187436,3.6697480000000002,1.895932,1.890334,4.292053,3.4594769999999997,-2.9727740000000002,3.54673,1.231525,0.8836149999999999,0.349566,0.9090809999999999,0.900573,3.0634200000000003,0.142851,2.62673,2.553499,3.492696,3.121991,2.29762,1.360929,-1.7361650000000002,0.853375,1.8133569999999999,2.963204,5.112,-0.12502,2.238094,0.661275,4.647283,3.599732,2.619249,4.591844999999998,2.735414,4.648886,1.8395009999999998,1.069887,4.2534800000000015,4.633223,3.025959,4.153293,0.930744,4.118222,2.284805,2.2961869999999998,0.467346,-0.016839,0.049851,3.577483,2.512377,3.6653809999999996,-0.133355,3.3617120000000003,2.4675759999999998,1.944178,3.136048,1.5402120000000001,1.758198,1.364822,1.461407,3.4194150000000003,4.466553,-3.81429,5.133742,0.67148,2.0946290000000003,-1.535779,4.648352,1.9775630000000002,0.117548,-3.1828819999999998,4.798159,0.23269099999999998,2.679682,,0.352643,,2.833211,1.140608,-5.112991,-4.4240379999999995,1.9563669999999997,-4.4333550000000015,,3.637694,,,,,,,,,,,,,,,,,,6.044693,-1.30516,1.461766,1.664766,3.022397,3.5017099999999997,1.74368,5.578818
KINGS-1,6.250736,3.255656,4.937495999999999,3.6341835,-1.376636,-0.08194699999999999,1.1523219999999998,5.445978,3.3906199999999997,2.217838,-0.060451,5.318147,3.064805,3.3455239999999997,5.000733,-2.733463,4.856347,5.904794,5.760891,5.232,6.085701,5.428049,6.741321000000001,-1.909929,0.112579,2.869512,0.722245,4.212994999999999,2.962466,5.945976,2.1616150000000003,1.461671,6.403265,3.8575809999999997,3.7242050000000004,6.167542,2.745637,5.608058,1.2836100000000001,5.786193,5.512889,6.397175,6.078215,5.825752,3.189342,3.672296,-4.627425,4.936513,3.424643,5.599081,3.6191480000000014,4.850714,-4.708425,2.105394,1.506119,4.185314,2.8006450000000003,3.7603660000000003,5.1965,5.3734459999999995,4.356848,-0.705939,3.427921,5.123312,2.366158,5.57114,3.6789959999999997,4.267819,-0.12216099999999999,6.433233,6.647646000000001,6.801239999999999,5.902349,3.101893,3.575881,2.080621,4.720994,3.043372,0.325758,2.284163,6.320181,6.6323229999999995,3.557179,7.431774000000001,-0.851611,-0.354758,5.633021,-0.112053,5.557117,3.987395,6.132822,4.870989,2.967377,3.50915,6.964913,6.459142,-1.904082,6.475333,5.8299129999999995,0.847133,1.516931,5.683981,2.62982,6.582325999999999,4.601303,4.0013760000000005,6.017493,5.8681160000000006,7.1512139999999995,4.116898,4.532992,2.653813,3.7025360000000003,5.637279,5.009513,7.779797,5.328823000000001,4.7901690000000015,6.202204,6.691471000000001,5.369691,3.696807,6.258285,5.274896,4.569923,7.493705999999999,4.280215,7.182149000000001,7.013497,6.362817,6.0162889999999996,6.268618,5.272639,5.565441000000001,4.13659,7.3476339999999984,2.4249509999999996,4.640242,7.045969,4.74337,3.155089,3.666414,6.4092400000000005,4.330545,6.1920779999999995,4.603339,5.5727379999999975,4.8119510000000005,2.257302,3.917588,4.908427,6.0536410000000025,0.9893040000000001,7.2339080000000004,2.841263,3.684603,3.626522,5.4977550000000015,5.098612999999999,6.701563,2.703536,7.083595,3.2062720000000002,5.260771,1.891784,1.9501060000000001,7.361753,7.053331,7.319713,-0.033463,4.138451,3.9089169999999998,2.7185770000000002,-4.521772,,,,,,,,,,,,,,,,,,,6.866555,-0.299545,3.824523,6.220523,3.936753,3.601882,3.211593,8.630707000000001
KMS-12-BM,0.364856,2.197625,2.298499,2.449338,-5.313568999999998,-5.6581265,-2.7934189999999997,4.147036,1.531193,1.506638,0.755322,4.384464,2.306015,3.28855,2.400525,-3.247184,0.704209,3.6425910000000004,3.73025,4.169367,1.526454,3.169587,3.517525,-2.7250349999999997,-4.727648,0.740946,1.735006,1.181575,-0.98405,1.4800719999999998,-0.252819,-1.4310379999999998,3.057261,0.9606450000000001,1.927805,1.971466,-0.18323399999999998,3.3301410000000002,-5.481445,0.708638,1.616999,0.8771690000000001,1.763552,2.113167,1.387068,-4.088156,-5.728047,0.687979,0.38071900000000003,3.543472,2.3215619999999997,1.027067,-4.956352,1.691743,-0.400479,-0.154967,2.080054,2.008045,0.916026,3.867914,1.6130659999999999,-2.586923,0.707489,2.503142,-0.319092,3.267611,2.537394,1.7008169999999998,-2.115894,4.362101,1.512605,2.792417,0.660155,2.545459,0.460104,-2.843432,2.704411,1.1393229999999999,0.9858889999999999,-1.8236990000000002,3.793393,3.295036,2.736733,3.088479,-5.499981,-6.191222,-0.247419,0.764095,3.6060300000000014,1.901027,3.526811,3.280725,2.0644400000000003,2.401987,3.984607,3.7582199999999997,-3.35941,3.982656,2.5914349999999997,0.154202,1.310537,-0.13383399999999998,2.067539,3.8840239999999997,-1.9952299999999998,3.9918449999999996,2.621563,3.7485370000000002,4.146371,3.0462599999999997,1.554965,-2.542,1.798295,2.824017,3.3076449999999995,5.220318,-0.973347,3.008277,1.7820610000000001,3.6042870000000002,2.8475599999999996,3.420903,4.146247,2.5994490000000003,4.2006,3.379287,2.952396,4.931553,4.3608410000000015,3.434546,3.134874,-1.644196,2.508923,2.656376,1.6974069999999999,1.5671899999999999,1.34447,1.121207,2.4407349999999997,4.64715,4.056858999999998,-0.6723100000000001,3.584186,3.4082160000000004,1.894857,3.380144,0.71183,3.9869769999999995,1.405857,1.5495729999999999,2.520685,1.6526490000000005,-4.168897,4.904429,1.381845,0.9365209999999999,-1.102969,3.1939889999999997,-0.08732000000000001,-2.877494,-3.884275,3.847625,-1.8242450000000001,0.519767,-1.8767310000000001,-0.323074,3.8539980000000003,4.36205,-3.7327410000000003,-5.044235,-5.105228,2.647055,1.595114,,,,,,,,,,,,,,,,,,,,,-1.120574,1.5033590000000001,3.718116,1.808848,,1.6114190000000002,5.810615
KOPN-8,0.477632,1.1236815,2.596732,2.8200884999999998,-5.7033915,-5.999516000000002,-4.890189,2.550932,1.049986,2.7105479999999997,-1.482773,2.134418,2.593143,1.4402540000000001,3.1216619999999997,-4.55914,2.87597,2.740719,3.916381,2.957991,-0.228927,3.3023089999999997,1.895415,-2.101779,-4.665824,2.3975400000000002,-1.768087,0.985929,-0.7771319999999999,0.335353,1.882634,-1.697845,0.7503029999999999,1.643557,1.8896700000000002,2.061532,0.092305,3.1145009999999997,-4.7651910000000015,0.734404,1.7747669999999998,1.2138209999999998,1.411334,2.693436,-6.2405610000000005,-3.2870489999999997,-5.760011,0.448441,1.3384559999999999,3.355896,3.2784720000000003,0.748412,-5.566113,1.663662,0.274019,-0.13788,2.381169,1.838905,-3.454683,3.030382,1.2238799999999999,-2.446405,1.862238,2.762409,-1.085476,2.798741,1.210891,1.598414,-4.519044999999998,2.481639,2.537729,1.8785150000000002,-0.909402,1.893127,1.7820029999999998,-2.674799,3.084222,2.041613,0.370352,-0.35214,3.187925,1.120773,2.114153,3.1422849999999998,-5.031492,-5.986828,-1.51156,-0.474717,2.881817,1.512586,-2.714101,3.4534580000000004,1.492969,1.453254,4.131188,2.419725,-2.337256,3.3328599999999997,0.857454,0.176829,1.480113,-0.22972399999999998,-2.357215,0.857965,-4.27039,0.6802279999999999,4.256321,4.0586269999999995,4.805398,1.973689,2.3725,-2.192695,2.069941,2.670758,1.235436,5.323807,-2.7727180000000002,2.50632,1.809822,4.3727160000000005,3.5602339999999995,3.6373089999999997,3.891339,2.469666,4.1056550000000005,2.564701,1.459325,5.439342,4.3727160000000005,3.7400589999999996,3.528258,-0.57112,2.699607,1.606751,2.860146,0.885309,-0.437533,2.4990040000000002,3.92185,4.806844,2.435891,-3.1081849999999998,3.7109449999999997,1.396668,1.3166870000000002,4.083911,0.277217,2.688921,1.908655,1.149701,3.035151,3.8128370000000014,-3.4331660000000004,4.998078,0.08358,0.629201,-1.314141,,0.471175,-1.538491,-3.918929,4.831741,1.8630189999999998,1.593574,-2.157658,-0.544531,4.716295,4.372458999999999,-1.323315,-4.785695,-4.130554,2.3556060000000003,0.437144,,4.195774,,,,,,,,,,,,,,,,,,6.044793,-3.241289,-0.116441,0.726985,2.935496,1.9262669999999997,,5.933255
KP-1N,5.0559745000000005,3.864496,4.359744999999998,4.359302,-2.850529,-2.0708725,-2.082622,4.570796,2.1490270000000002,2.990749,2.2552529999999997,4.17037,5.295881,5.281663,5.106868,-2.255788,3.784771,3.4444169999999996,6.216492,6.3430040000000005,3.8708910000000003,5.93519,5.46168,-1.8240880000000002,-1.992845,2.926189,1.7122959999999998,4.185211,1.002895,3.6069999999999998,1.915991,1.326344,5.271477,1.300089,4.119863,4.90828,2.566118,4.9222779999999995,-2.79933,3.958385,2.6499509999999997,2.4097939999999998,2.2629669999999997,4.326585,1.6190579999999999,3.1149970000000002,-5.25749,3.109065,3.7204019999999995,5.528085,4.8314650000000015,3.166141,-5.973056,3.099021,1.376403,2.621622,3.7735870000000014,2.038199,1.535949,5.3812190000000015,2.300877,-1.186983,2.4565740000000003,3.43214,1.994461,6.0240860000000005,5.354509999999999,3.0340439999999997,-0.8486670000000001,4.881215,6.166834,3.8323150000000004,3.981062,4.5953919999999995,1.691891,5.150805,3.820151,3.2464560000000002,2.853214,3.4948580000000002,5.9803120000000005,6.038991,3.87196,6.609545,-1.046906,-4.0667550000000015,1.7609830000000002,1.6796529999999998,4.7817680000000005,5.115648,4.56669,5.850899,3.015187,4.377374,5.9026190000000005,5.21472,-1.334111,5.756366000000001,5.212753,3.334368,4.689328,4.805452,4.180905,6.237311,1.941845,5.480087,5.2336849999999995,5.55032,5.654885,4.024273,3.619049,0.726475,1.866464,4.343644,4.757676,6.589122,1.73541,5.32602,3.3936339999999996,5.86587,5.970317,5.3237760000000005,6.163656,4.143194,5.684953,6.014167,4.270341,4.195747,5.8245,3.7462720000000003,8.428689,3.571697,5.960982,3.181232,4.959912999999999,3.674609,2.211341,3.050581,5.0423160000000005,4.578068,5.39285,2.153115,6.0384,3.1925209999999997,3.7740910000000003,5.810511,5.233657,4.156348,3.569803,2.083181,5.675522,5.101599,-0.928939,6.848392,2.3974729999999997,3.5630800000000002,0.662532,5.8498660000000005,4.909887,1.721168,-0.83388,5.708346,2.086052,4.064069,0.472595,3.132731,5.864903,5.943679,5.918704,-2.701809,1.251695,4.8596010000000005,4.551861,,5.668605,,,,,,,,,,,,,,,,,,6.339149,-2.0277115,0.8931379999999999,1.9782220000000001,3.3930065000000003,0.284396,2.832141,6.9994960000000015
